avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,deathRate
948,406,475.4,42074,220289,25,122.5662652,"(40362.7, 42724.4]",32.9,32.2,33.7,"Richmond city, Virginia",2.33,26.2,10.7,22.1,,13,23,21.9,58.8,10,59.3,,39,33,20.6,44.02741713,48.62002012,2.214424404,1.136921889,23.88562781,4.888983425,200.2
526,205,512.4,50407,106439,14.3,112.7406308,"(48021.6, 51046.4]",35.7,34,37.7,"Hardin County, Kentucky",2.58,52.8,10,39.4,,6.5,32.1,13,55.3,8.2,72.2,52.8,36.2,33.7,16.4,79.82404747,11.69079969,2.279385096,0.95788113,51.27798692,5.822489804,202.2
109,43,466.4,43562,16391,14.7,122.0181807,"(42724.4, 45201]",45.9,44.2,47.1,"Crawford County, Wisconsin",2.38,52.3,8.9,48.5,,4.9,42.7,10.1,55.6,6.5,67.4,49,43.9,41,20.3,96.23248195,1.789722745,0.370078262,0.145604562,51.27585686,5.300353357,176.4
206,77,532.5,37952,32526,22,0,"(37413.8, 40362.7]",40.5,40,41.1,"Rhea County, Tennessee",2.51,50.9,16.1,39.5,,4.2,38.1,7.8,48.6,11.1,58.6,,35.9,45.3,25.6,94.52367722,2.488115083,0.080261777,0.904488486,49.14308489,6.638495093,193.5
61,24,439.7,41304,8496,16.6,0,"(40362.7, 42724.4]",50.2,47.5,51.9,"Clearwater County, Idaho",2.05,55.4,29,32,39,0,34,12.1,38.7,7.3,62,,30,45.1,19.1,94.04205607,0.163551402,0.443925234,0.759345794,54.5504386,6.401766004,164.7
273,91,480.9,50964,30466,14.1,262.5878028,"(48021.6, 51046.4]",55.6,54.3,56.8,"Jefferson County, Washington",2.18,53.7,25.2,27.1,,8.1,23.2,21.5,43.6,9.5,66,40.1,29.5,49,20.7,90.39324535,0.860951368,1.625502776,0.478675664,50.49173,5.305574211,154.9
530,204,492.9,51947,93671,12.3,213.5132538,"(51046.4, 54545.6]",39.2,37.7,40.6,"Pottawattamie County, Iowa",2.48,50.6,13.2,33.3,,8.4,34.9,14.7,63.3,5,70.5,54.4,48.4,33.7,17.2,94.44819929,1.287374079,0.615793934,1.244461609,48.75555434,5.494453173,183.8
1908,739,472.3,45698,392664,16.1,644.3167696,"(45201, 48021.6]",36.4,34.8,37.9,"Pulaski County, Arkansas",2.49,43.5,13,31,,11.5,27,20.7,,7.5,64.2,50.8,43.6,33.7,19.7,58.6265536,35.70146211,2.088546162,1.112781493,40.67557054,5.116648446,182.7
375,158,431.9,51498,75573,12.7,899.7922538,"(51046.4, 54545.6]",39.2,38.4,40.2,"Hancock County, Ohio",2.37,53.4,8.2,31.4,52.3,8.2,36.1,16.2,62.3,6.9,75.8,,54.8,30.2,14.7,93.36851037,1.329744922,1.68770218,1.095084054,50.51314223,5.446216491,175.7
120,39,566.3,51195,28118,16.8,1280.318657,"(51046.4, 54545.6]",29.4,29.5,29.3,"Fredericksburg city, Virginia",2.46,33.7,2.6,24.6,,12.3,26.9,21.2,60.4,8.9,71.3,57.9,49.1,24.4,13.6,65.63971528,23.29987224,2.47490418,3.668552656,34.21626984,4.269052202,180.3
304,120,495.4,43810,44430,13.3,0,"(42724.4, 45201]",43.6,42.2,45.1,"Jefferson County, Pennsylvania",2.38,54.5,16.3,44.9,30.9,7.9,51.2,9.7,54.2,6.4,67.8,50.6,45.3,37,17.9,98.02484583,0.527303602,0.254714452,0.10724819,52.48119487,6.414368185,183.2
33,12,488.6,30760,6479,38.5,0,"[22640, 34218.1]",38.2,36.5,41.3,"Calhoun County, Georgia",2.13,33.6,36.1,46.1,17.8,0,38.6,6,37.1,7.7,45.2,34.4,30.9,42.4,25.4,33.94976113,61.2883341,0.585606411,3.25165665,35.62091503,7.258753202,162.8
228,100,448.5,41678,31883,14.1,0,"(40362.7, 42724.4]",48,46.6,49.2,"Huron County, Michigan",2.3,55.7,13.6,35.4,,7.5,44.3,9.5,51.9,7.8,69.4,45.8,38.6,42,17.8,97.48219263,0.396407557,0.603902137,0.300402601,52.9590728,5.169018707,181.6
21,14,329.9,38281,4854,16.3,0,"(37413.8, 40362.7]",39.1,35.9,40.8,"Scotland County, Missouri",2.58,53.5,56.7,20.8,,4.2,40.7,10.5,60.3,4,48.3,33.3,26.3,36.8,19.8,98.80976811,0.902934537,0,0,51.43165856,10.28806584,195.4
16,10,221.5,55955,5937,9.2,0,"(54545.6, 61494.5]",38.8,36.8,41.4,"Stanton County, Nebraska",2.61,62.7,12.4,29.1,,5.3,35,14.2,68.3,2.6,76.1,60.8,48.8,28,12.4,97.18796251,0.559118566,0.263114619,0.345337938,61.73052088,5.678233438,138.2
293,128,439.3,46610,52076,12.2,1152.162224,"(45201, 48021.6]",41.8,40.1,43.1,"Darke County, Ohio",2.48,56.3,13.9,43.2,,8.4,49.9,7.7,57.9,7.6,70.1,53.7,47.5,35.3,18.7,97.64687906,0.643670257,0.311330125,0.206280083,54.6273664,6.68786915,179.6
57,29,426.1,38178,9139,17.1,765.9481344,"(37413.8, 40362.7]",46.8,45,48.8,"Deer Lodge County, Montana",2.13,49.9,28,50.6,,3.2,38.7,10.4,48.4,3.9,62.7,42.5,37,40.8,18.4,93.33405711,1.031375529,0.521116057,0.45597655,46.32562971,5.317324185,196.9
183,58,379.6,62529,58095,10.2,51.6395559,"(61494.5, 125635]",35.9,35.8,36.1,"Garfield County, Colorado",2.72,57.8,29.1,33.1,,8.1,26.1,19.6,66.5,6.9,58.2,,39.5,23.3,14,88.09306889,0.872520849,0.737613007,7.099306188,58.66550286,4.502177282,126.4
18,7,405.8,27512,3141,37.3,0,"[22640, 34218.1]",40.3,37.5,43.4,"Clay County, Georgia",2.57,38.4,43.3,40.2,,0,44.8,2.7,35.6,19.2,35.2,22.2,19.6,51.9,34.2,31.79768041,61.05025773,0,0.193298969,33.8123415,14.87889273,153.9
33,11,380.5,82597,11065,4.6,0,"(61494.5, 125635]",32.3,31.6,32.8,"Morgan County, Utah",3.4,69.2,7.1,33.3,,7.7,24.4,24.8,,6,80.6,,60.6,18.8,8.5,96.86648501,0.360062281,0.768781627,1.050992604,78.07539683,6.102877071,138.7
46,20,384.8,29818,9656,30.4,3935.376968,"[22640, 34218.1]",39.6,39.1,40.7,"Johnson County, Georgia",2.8,42,30,35.8,,1.5,39.3,5.1,48.3,9,52.2,40.4,34.1,39.8,24.8,62.57913008,34.55176639,1.848070247,0.020420666,48.98454077,2.640934485,167.8
1962.667684,58,453.5494221,52042,20022,12.2,49.94506043,"(51046.4, 54545.6]",45.4,44.4,47.6,"Martin County, Minnesota",2.26,54.9,19.6,29.7,,6.3,38.6,15.1,62.5,3.5,72.5,52.3,42.8,38.8,17.2,97.57739558,0.348894349,0.540540541,0.265356265,50.45861171,7.700101317,162.5
10411,3927,528.7,41434,1759335,24.1,470.063973,"(40362.7, 42724.4]",37.8,36.1,39.2,"Wayne County, Michigan",2.63,38.1,18.8,30.7,,7.1,30.3,13.4,49.9,14.9,58.4,44.6,41,42,26,53.34252592,39.41434617,2.904772371,1.728810339,37.15664456,5.676241281,197.9
175,78,418.6,33125,43108,28.1,0,"[22640, 34218.1]",35.2,34.1,36.7,"Coffee County, Georgia",2.73,41.7,20.1,41.3,,3.4,39.1,8.6,45.9,8.3,46.4,36.8,32.9,38.4,26.3,66.22561217,28.2468665,0.644141106,4.099713973,44.44522031,5.763286469,189.2
92,48,396.3,40404,17702,17.5,0,"(40362.7, 42724.4]",40.4,39.2,41.6,"Franklin County, Arkansas",2.58,55.1,20.6,40.6,,1.4,40.4,8,46.7,11,55.8,,36.7,42.9,26.4,94.81137356,0.912347476,0.291055636,0.106347252,54.21580189,7.574180115,201.6
245,113,523.9,36437,34707,20.2,28.81263146,"(34218.1, 37413.8]",42.6,41.5,44.1,"Logan County, West Virginia",2.5,53.1,15,45.9,,2.2,41.6,5.5,40.5,10.9,56.1,40.5,39.9,45.5,25.8,96.44574944,2.192393736,0.363534676,0.164988814,52.33924375,4.195713917,240.1
2484,940,514.3,41787,410849,21.5,523.3066163,"(40362.7, 42724.4]",39.6,38,41.1,"Genesee County, Michigan",2.48,44.6,19.7,31.5,,5.3,32.8,12.1,49.2,13.2,63.5,46.4,42.3,43.9,25.3,74.77168565,20.42012725,0.957501551,0.472498882,42.98472784,4.863978687,192.1
31,14,451.5,50348,4995,12.4,0,"(48021.6, 51046.4]",41.5,38.3,43.4,"Dewey County, Oklahoma",2.57,59.1,35.8,31.3,,2,42.3,17.6,54.9,2.7,63.8,,39.9,32.8,19.1,88.73123586,0.185070944,0.863664405,0.123380629,59.69746083,2.164502165,202.1
152,68,484.1,35964,25548,24.7,0,"(34218.1, 37413.8]",39.7,38,41.1,"Seminole County, Oklahoma",2.7,48.8,23.9,35.2,,1.3,36.2,8.9,47.5,8.4,49.4,36.8,32.5,40.7,24.8,68.44707822,4.99195479,0.192300145,0.784898552,48.61986525,6.579419147,208.9
611,258,458.6,36890,124132,23.3,805.594045,"(34218.1, 37413.8]",36.7,34.4,39.1,"Wayne County, North Carolina",2.56,45.5,18,31.3,,4.8,29.7,13,52.1,12.4,58.7,41.5,30,40.2,23.3,57.2691086,31.32805275,1.156366853,7.007357967,44.50241952,5.691592675,191.3
526,183,483.6,66939,127712,8,0,"(61494.5, 125635]",36.2,35.7,36.6,"Boone County, Kentucky",2.77,58.2,13,36.9,,12,28.1,20.1,66.9,5.6,80.2,,63.4,21.8,10.4,91.73708242,2.995578452,2.380895062,0.905173451,58.57880964,5.289605924,175.7
590,218,461.3,55915,117460,8.7,187.2978035,"(54545.6, 61494.5]",38.7,38.2,39.3,"Saline County, Arkansas",2.66,55.6,16.4,31.2,45.5,6.9,33.9,15.4,59.6,5.3,70,53.4,47.1,33.8,17.1,90.41314909,5.832227913,0.954907628,0.523574008,55.44575522,5.129672006,169
471,188,440.1,48430,79806,10.8,350.8508132,"(48021.6, 51046.4]",44.2,43,45.6,"Manitowoc County, Wisconsin",2.34,55.7,13.2,37.7,,9.4,39.9,14.2,,5.7,75.2,,53.1,34,16.3,94.56911862,0.465717018,2.653966046,0.532780269,53.3734194,5.10901206,165.9
7,4,448.4,37096,1337,39.5,0,"(34218.1, 37413.8]",44.3,44.5,43.7,"Issaquena County, Mississippi",2.33,33.6,38.8,36.5,,0,34.9,4.4,27,11.6,36.6,25.7,18.3,57.1,32.7,34.3144849,65.14329977,0,0.542215337,38.76146789,5.23255814,257.8
31,16,397.1,31623,5460,28.9,0,"[22640, 34218.1]",44.3,40.2,46,"Warren County, Georgia",2.58,39.3,19.5,40.9,,6.8,42.3,8.1,44,16.4,52.9,39.4,34.3,42.1,25.8,37.56518612,58.82035605,1.276748786,0.557453695,37.69411765,7.881355932,194.6
63,27,416.6,50437,12022,10.7,0,"(48021.6, 51046.4]",41.2,41.5,40.6,"Big Horn County, Wyoming",2.59,56.2,21.7,37.4,,0.1,31.3,14.5,56.9,4.4,65.3,49.4,44.3,32.3,14.6,95.03993274,0.058848256,0.479192938,1.269440942,56.44622578,6.672369547,159.8
1962.667684,70,453.5494221,57878,28941,8.8,1209.356968,"(54545.6, 61494.5]",42,40.2,43.6,"McPherson County, Kansas",2.37,58.9,15.9,21.6,,11.3,29.1,19.3,66,3.1,80.7,,56,27.8,10.9,94.78326268,1.046082319,0.680295364,0.994803774,56.52616402,6.078625702,161.2
161,60,431.5,38221,29457,22.7,0,"(37413.8, 40362.7]",41.6,39.8,43,"Lake County, Montana",2.38,54.1,24,39.2,33.1,3.7,31.4,15.6,51.8,9.9,48.5,32.5,25.3,41.9,24.4,68.5770141,0.246938985,0.380697603,0.305244024,49.55752212,7.388908026,156.8
174,71,427.8,46466,33775,11.8,0,"(45201, 48021.6]",40,38.6,41.6,"Gibson County, Indiana",2.51,55.2,17,38,39.7,5.3,40.3,10.5,60.3,4.3,73.4,,54.8,28.3,13.6,94.8526791,1.642509208,0.24949507,0.88808364,54.80842619,7.615257958,170
18,9,382.6,55130,3350,13.1,0,"(54545.6, 61494.5]",43,40,44,"Shackelford County, Texas",2.42,61.3,14.1,58.2,,0,33.9,18.5,56.6,3.8,62.1,45.2,34.7,34.7,15.9,96.44988067,0.119331742,0,2.625298329,55.91866376,5.483405483,182
157,64,500.4,39561,24186,21.2,82.69246672,"(37413.8, 40362.7]",41.5,41.1,42,"Sabine Parish, Louisiana",2.6,51.8,21.8,47.6,,3.8,42,9.2,46.2,10.6,57.2,,34.2,39.8,20.3,70.46766744,16.74777301,0.408281095,0.453645661,50.00545197,6.366608963,202.5
261,100,488,44674,36317,14.4,55.07062808,"(42724.4, 45201]",46.1,44.8,47.3,"Bennington County, Vermont",2.25,51.3,10.7,38.8,,5.5,30.7,21.5,59.3,5.7,61.9,42.5,36.5,50.6,28,96.35136243,0.491951133,0.486485009,0.327967422,49.07904835,3.885024281,176.1
482,206,469.6,40270,77510,17.7,12.90156109,"(37413.8, 40362.7]",41.6,40,43.4,"Raleigh County, West Virginia",2.4,51.3,11.9,41.1,,8.3,39.5,12,45.5,6.6,60.6,36.8,33.6,44.6,24,88.30214159,8.28099321,1.188641025,0.52488757,49.67065294,3.77850558,198.2
129,57,461.7,47905,22243,10,0,"(45201, 48021.6]",42,40.8,43.5,"Wyandot County, Ohio",2.38,55.9,22.3,32.7,34.5,10.5,48.2,9.7,62.1,6.6,77.1,,56.2,28.5,12.4,98.63355143,0.191391819,0.146882094,0.685449771,52.26761016,4.962066844,190.6
389,157,456.6,65485,83199,7.7,0,"(61494.5, 125635]",40.1,39.1,41,"Frederick County, Virginia",2.72,57.4,14.6,35,,7.7,30.5,18.4,63.9,5.2,75.7,61.5,55.1,24.2,11.3,91.18760757,4.445537251,1.405212687,0.858126383,60.09506026,5.175688509,185.3
340,140,438.5,55472,55423,12.4,0,"(54545.6, 61494.5]",46.9,44.9,48.2,"Hood County, Texas",2.51,58.3,20.4,36.9,,3,28.4,17.1,51,5,64.9,45.3,37.6,36.3,16,93.66007786,0.818115138,0.626281244,3.116360422,57.52914198,6.844366335,167.2
75,31,422.5,39359,10890,15.4,0,"(37413.8, 40362.7]",50.9,50,51.7,"Mackinac County, Michigan",2.07,54.2,15.8,29.4,,3.5,36.5,11.9,47.6,12.5,63.4,,35.2,44,19.2,75.31691416,1.711336472,0.588554871,0.651937704,47.97465924,3.381147541,160.3
44,17,524.5,33943,5678,23,0,"[22640, 34218.1]",43.5,41.3,45.7,"Pulaski County, Illinois",2.5,46,18.8,48.6,,0.6,35.5,8.4,41.8,16.2,54.6,,33.5,51.6,29.5,65.20183955,32.0047692,0.221427355,0.323624595,42.41645244,6.129303107,192.1
1962.667684,111,453.5494221,88500,98741,4.8,638.0328334,"(61494.5, 125635]",36.9,36.1,37.6,"Carver County, Minnesota",2.76,62.3,13.1,26.7,45.7,14.5,21.2,32,73.2,3.8,87.5,76.6,68.6,17,7.4,93.04706681,1.187901583,2.522070731,0.607010395,64.90514511,5.473379087,148.8
878,340,478.1,48024,146133,16.3,540.6034229,"(48021.6, 51046.4]",40,38.5,41.7,"Rock Island County, Illinois",2.36,48.1,12.6,30.2,,9.8,31.8,14.5,58.2,7.9,69,51.2,46.7,38.1,20.1,82.14676443,9.449514477,2.146628523,2.839067416,44.42383799,5.929944203,176.2
305,127,483.1,48528,47768,12.9,20.93451683,"(48021.6, 51046.4]",42.1,41.2,43.3,"Clinton County, Iowa",2.36,52.1,17.6,32.1,42.9,7.3,36.3,13.9,61.1,4.8,74.3,55.6,50.4,36.2,16.5,93.62142045,2.795409904,0.665770702,0.5892691,49.030747,4.6635126,191.8
2221,750,474.7,76584,396488,5.8,534.6946188,"(61494.5, 125635]",42.8,41.5,43.9,"Waukesha County, Wisconsin",2.51,59.7,11,29.4,,15.1,24.3,27.5,66.3,4.2,84.6,,63.9,23.7,9.8,92.88095401,1.423047531,2.960852864,0.981534657,60.15575098,4.334726295,155.3
46,16,472.7,50919,6414,14,0,"(48021.6, 51046.4]",46.5,44.2,48.1,"Antelope County, Nebraska",2.27,66,11.2,19.6,,5.7,33.1,12.8,63.4,1.6,76,58.1,38.1,31,12.2,98.18069689,0.123342584,0.277520814,0.493370336,60.12052464,8.048993876,139
15,7,412.8,50361,3211,13.6,0,"(48021.6, 51046.4]",35.5,36.2,35.1,"Schleicher County, Texas",3,59,5.4,44.5,,9.2,23.6,14.2,63.6,4.1,59.5,48.8,45.8,25,12.4,75.46526055,0.093052109,0.186104218,23.6662531,57.63500931,5.007153076,205.8
1434,516,475.7,47296,253178,13.9,343.6317532,"(45201, 48021.6]",41.1,39.5,42.8,"Buncombe County, North Carolina",2.36,47.8,14.9,26.8,,10.1,24.7,22.2,57.5,7,64,49.7,39.4,33.9,18.4,88.71332924,6.567988485,1.082737652,0.604845231,45.6067151,4.175372554,162.7
41,22,417.3,50358,8692,13.8,0,"(48021.6, 51046.4]",41.6,39.7,42.3,"Hancock County, Kentucky",2.62,57.2,12.3,26.9,57.6,3.2,46.8,7.2,54.3,5.9,70,53.2,49.2,36.2,18.7,96.79317107,1.291959857,0,0.19610105,57.61102603,3.907074974,223.6
101,49,422.5,33644,20049,23.8,0,"[22640, 34218.1]",39.7,37.6,42.3,"Hampton County, South Carolina",2.53,42.7,24.4,39.9,31.8,4,41.8,6.7,47.3,11,53.1,39.8,35.1,44.1,29.4,42.51941582,53.84164509,0.112343086,2.29570654,42.20451527,4.650635209,205.4
57,21,463.9,34512,9155,23.2,327.689787,"(34218.1, 37413.8]",41.6,40.8,44,"Wilkinson County, Georgia",2.8,45.2,13.1,42.5,40.3,4.1,51.2,3.9,44.1,7.3,60.5,,43.6,38.8,23.7,59.56744087,37.81163435,0.010654166,0.27700831,46.81557501,1.811062163,178
1962.667684,100,453.5494221,49513,65787,17.9,45.60171462,"(48021.6, 51046.4]",30.1,29.3,31,"Blue Earth County, Minnesota",2.46,43.6,3.1,15.9,,7,28.1,21.6,68,4.9,79.5,65.7,56.3,26.5,13,92.06909789,3.107869482,2.031477927,0.42840691,46.2430072,4.61118069,151.9
47,22,379,26732,11514,41.4,0,"[22640, 34218.1]",34.6,32.9,36.5,"Madison Parish, Louisiana",2.55,34.6,32.4,40.2,,0.4,39.6,7.8,42.7,16.9,36.8,,23.5,39.8,24,36.18293607,61.97254274,0.07580224,0.699065106,34.2364532,4.463336876,181.9
184,88,438.7,37554,35916,21.5,27.84274418,"(37413.8, 40362.7]",39.6,38.8,40.4,"Marshall County, Mississippi",2.63,43.9,14.4,33.7,,8.2,37.7,9.6,48.4,8.4,51,40.2,32.1,40.3,26,49.20159406,47.59928542,0.08794833,2.077779305,43.94933618,3.7384301,213.6
32,14,364.5,59416,9529,10.3,0,"(54545.6, 61494.5]",33,32.5,34,"Greenlee County, Arizona",2.78,49.6,26.6,30.8,41.2,1.4,37.5,8.2,49.7,10,69.6,54.5,52,29.5,14.7,89.36052311,1.540507592,0.443311537,3.479995567,48.6797142,7.95730228,161.2
622,198,462.5,53755,171512,11.3,204.0673539,"(51046.4, 54545.6]",31.9,31.4,32.5,"Cass County, North Dakota",2.29,46.8,7,20.7,,14.7,20.6,25.8,72.7,3.2,81.5,67.1,58.6,21.1,8.8,90.12553846,3.179076923,2.684923077,0.440615385,42.7300221,6.444608704,143.4
40,18,438.4,61773,10747,10.7,0,"(61494.5, 125635]",31.7,30.7,32.6,"Ochiltree County, Texas",2.86,56.3,29.6,37.3,,1.3,29.3,10.5,66.9,5.2,61,51.6,45.9,22.9,14.6,85.90490509,0.441646307,0.375869198,7.028753994,55.46536797,9.821782178,198.4
2820,1031,404.1,47192,676685,18.7,294.0807022,"(45201, 48021.6]",36.5,35.2,37.9,"Bernalillo County, New Mexico",2.52,43.7,18.9,25.7,48.3,7.2,23.8,17.9,57.5,8.4,58.5,46,39.2,37.7,24.1,71.84702564,2.966719737,2.320819416,14.06276198,41.35260379,5.264795797,147.1
71,35,461.4,34801,11830,20.8,0,"(34218.1, 37413.8]",44.3,43.6,44.8,"Meigs County, Tennessee",2.51,55.7,14.8,63.8,,3.1,42.7,4.6,40.9,15,57,,37.4,42.7,23.7,96.24445203,1.596107887,0,0,54.91341991,5.090180361,229.6
146,71,404,40189,20848,17.8,0,"(37413.8, 40362.7]",51.7,50.8,52.5,"Pacific County, Washington",2.24,52.7,27.3,33.9,36.5,2.2,31.6,11.3,40.9,8.9,55.8,33.1,25.9,50.9,24.1,89.40663599,0.305158634,1.889077258,2.286267861,48.96703297,5.889178996,183.6
36,17,450.6,35276,5854,25.1,0,"(34218.1, 37413.8]",41,40.3,43.7,"Miller County, Georgia",0.0242,49.6,23.7,42.2,,3.4,40.3,8.1,50.6,6.5,52.6,38.6,33.3,43.6,26.8,68.66576819,31.06469003,0,0.101078167,46.04377104,2.32,200.8
1962.667684,63,453.5494221,52531,39710,13.6,0,"(51046.4, 54545.6]",35.4,35.3,35.6,"Benton County, Minnesota",2.45,50.6,12.6,27,52.4,8,32.1,15.2,66,6.7,71.5,,51.3,32.2,18,94.31427042,2.325284924,1.132046608,0.117284108,48.05527124,7.207014542,155.3
158,69,432.6,38013,25859,18.6,0,"(37413.8, 40362.7]",45.4,44.6,46.2,"Cherokee County, Alabama",2.28,62.1,15.8,38.3,40.3,5.5,36.4,7.9,47.8,7.9,66.3,45.6,39.9,43.3,20.3,92.9214088,4.925407567,0.338357428,0.065364503,57.17325767,4.687789513,191.2
702,291,419.2,47387,122765,15.7,57.01950882,"(45201, 48021.6]",50,48.7,51,"Brunswick County, North Carolina",2.34,57.4,16.8,43.4,,6.6,27.3,16.8,46.2,11.4,62.7,39.4,32,44.1,20.2,83.43598502,10.80344358,0.63920087,2.236771734,55.00782632,6.292374849,169.2
103,50,399.2,41810,15159,16.5,0,"(40362.7, 42724.4]",50.9,50.6,51.4,"Burnett County, Wisconsin",2.08,59,14.7,34.9,,6.8,40,11.9,50.3,7.5,64.2,,34.3,48.2,23.7,91.5416721,0.482587714,0.410851702,0.254336768,51.08041575,4.96054115,190.1
20,10,325.4,37294,3307,18.7,0,"(34218.1, 37413.8]",54.1,53.5,55.6,"Real County, Texas",2.65,55,48.6,14.2,,0,28.6,16,34.9,12,46.3,,21.7,49,22.9,98.1227652,0.178784267,0,0.41716329,56.37254902,11.23809524,166.8
1962.667684,83,453.5494221,53291,35569,12.1,0,"(51046.4, 54545.6]",41,40.6,41.8,"Carlton County, Minnesota",2.51,50.6,13.8,34.3,,3.9,36.4,16.8,58.7,5.4,73.1,,53.1,34.1,17.9,89.65381034,1.23860847,0.58403634,0.158000169,51.24645469,5.169121658,187.8
113,41,494,48292,15960,12.7,0,"(48021.6, 51046.4]",43.6,42.1,44.9,"Floyd County, Iowa",2.28,55.4,21.7,26.3,43.4,8.6,35.5,14.1,62.6,3.5,69,,42.2,39.3,19.9,94.7165109,2.024922118,0.753894081,0.361370717,50.3260397,6.749226006,165.4
24,12,415.5,52032,4231,12,0,"(51046.4, 54545.6]",44.3,43.2,45.6,"Ellis County, Oklahoma",2.38,59.3,25.4,31.8,,8.3,37.4,15.8,55.8,5,69.5,51.8,43.8,34.5,18,94.34603252,0.024265955,0.509585052,0.363989323,54.9122807,5.277044855,186.6
326,130,494.7,51025,49489,11.3,1050.738548,"(48021.6, 51046.4]",42.2,40.9,43.6,"Henry County, Illinois",2.44,56.8,15.5,33.7,,7.7,35.2,14.5,59.2,5.8,76.7,57.6,51,33.9,15,93.90173005,1.784174969,0.515205581,1.697973257,55.39414973,5.728614138,188.5
144,58,423.9,45464,20366,14.7,0,"(45201, 48021.6]",50.9,48.9,53.4,"Polk County, North Carolina",2.3,56.1,15,30.2,45.7,9.2,27.2,18.6,48,8.8,68,45.1,35.6,41.3,17.1,91.42519801,5.086830324,0.122989128,1.972745609,53.52258361,4.746227709,156.1
30,14,476.2,45465,3944,15.5,0,"(45201, 48021.6]",49.5,47.7,50.9,"Columbia County, Washington",2.31,52.4,6.6,31.4,60.2,1.8,27.5,16.3,46.2,10.4,60.7,38.5,27.8,50.6,26.2,91.75231888,0.350965154,0.551516671,3.359237904,51.06761566,5.205479452,194.4
96,38,460,41759,16491,18.1,0,"(40362.7, 42724.4]",40.7,35.9,48.6,"Lawrence County, Illinois",2.22,43,49,25.6,22.2,3.2,34.3,7.3,30.3,6.1,62.1,,38.6,46,24.8,75.91359136,20.56405641,0.108010801,1.320132013,51.50548355,5.340223945,174
73,28,391.6,49780,21489,13.6,0,"(48021.6, 51046.4]",31.5,30.6,32.4,"Texas County, Oklahoma",2.93,54.9,28.7,29.4,,1.8,28.4,14.9,68.7,3.5,65.5,54.9,50.3,22.9,12.5,64.71187697,2.329998147,3.77987771,25.50491014,53.06008644,4.818560381,153.1
171,92,389.1,37831,31470,19.7,0,"(37413.8, 40362.7]",44.3,42.8,46.1,"Smyth County, Virginia",2.43,51.7,14.7,44.8,,4.6,38.8,9.2,50.8,6.4,59.2,44.2,39.8,41.4,24.3,96.08621668,2.136509737,0.343480179,0.012604777,49.67565455,6.188734455,202.4
70,31,409.2,47158,15963,13.9,187.9345988,"(45201, 48021.6]",38,37.8,38.1,"Moniteau County, Missouri",2.62,55.3,29.2,33.7,,5.6,43.4,13,54.8,6.7,66.4,52.9,48.7,29,14.7,92.9941143,3.898487438,0.101259414,1.06955256,58.55774444,6.768874747,179.9
141,60,541.3,33650,21578,24.8,185.373992,"[22640, 34218.1]",40.4,38.8,40.9,"Grenada County, Mississippi",2.86,39.3,35.7,31.5,,0.4,30.2,9.9,,9.4,55.3,42.7,37.2,44,23.9,55.53702932,43.6153953,0.490945301,0,42.92636963,1.946661476,225.1
93,44,434.8,33573,16748,23.3,0,"[22640, 34218.1]",42.2,40.2,45.9,"Wayne County, Tennessee",2.48,49.9,17.5,51.1,29.5,1.8,43.6,5.6,40.2,12.2,54.7,,32.6,43.5,27,91.99266142,6.172693378,0.248564834,0.384683672,55.28741411,6.408629442,201.4
789,295,437.3,59382,164427,13.2,395.3122054,"(54545.6, 61494.5]",37.7,36.2,39.1,"Greene County, Ohio",2.41,51.4,7.4,20.3,,12,25.6,19.4,56.9,7.6,76.6,,49.9,29.4,15.2,86.12965309,7.22751413,2.995882869,0.417803547,52.00990932,4.699355673,159.2
828,313,477.1,54026,169866,12.7,264.9146975,"(51046.4, 54545.6]",39.9,38.5,41.1,"Iredell County, North Carolina",2.69,53.7,18.3,35,,6.7,28.1,17.7,58.6,9.8,69.1,55.5,47.4,29.7,16.1,81.45469085,12.34899979,2.260913816,1.97799668,54.94720247,4.754928419,181
168,64,425.6,56519,34042,7.8,0,"(54545.6, 61494.5]",39.7,38.4,41.1,"Putnam County, Ohio",2.6,63.3,16.2,31.8,41.8,10.2,42.8,11.9,66.8,3.4,85.3,69,64.6,24.2,9.1,95.47741634,0.324713316,0.175520711,2.805406038,63.98957775,6.184443536,154.6
1107,425,430,45719,299453,17.7,153.6134218,"(45201, 48021.6]",30.6,29.3,31.9,"Lubbock County, Texas",2.59,43.5,9.4,18.9,,10,25.9,17.4,62.2,6.2,63.8,,44.8,28.2,16.6,79.53140153,7.112544793,2.025572422,7.395230791,43.3262042,5.340021423,163.7
